date,line_id,brand,model_name,inspector_id,defect_type,severity,action,detection_point,inspection_time_seconds,photo_taken
2025-10-31,L8,Nike,Pegasus 3D Knit Collar,INS_07,3D knit greška,major,rework,inline,47,False
2025-12-16,L4,Crocs,Bayaband Slide Upper,INS_14,ljepilo vidljivo,critical,scrap,inline,32,False
2025-11-10,L1,Nike,ZoomX Carbon Plate Insert,INS_12,šav neravnomjeran,critical,scrap,inline,56,False
2025-09-26,L8,Crocs,LiteRide Insole Unit,INS_09,materijal oštećen,critical,scrap,final,42,True
2025-06-05,L8,Nike,Air Max Flyknit Upper,INS_12,šav neravnomjeran,critical,scrap,inline,60,False
2026-02-25,L7,Decathlon,Kalenji Trail Sole Unit,INS_15,šav neravnomjeran,minor,pass,inline,46,True
2026-02-03,L3,Nike,Vaporfly Engineered Mesh,INS_12,šav neravnomjeran,minor,pass,final,41,True
2026-02-05,L1,Nike,ZoomX Carbon Plate Insert,INS_01,boja odstupa,minor,rework,inline,25,True
2025-07-17,L2,Nike,Pegasus 3D Knit Collar,INS_02,3D knit greška,minor,pass,final,33,True
2025-05-22,L1,Nike,ZoomX Carbon Plate Insert,INS_11,ljepilo vidljivo,major,pass,incoming,68,False
2025-03-21,L6,Crocs,Bayaband Slide Upper,INS_02,materijal oštećen,major,pass,final,55,False
2025-04-17,L6,Decathlon,Kiprun Carbon Plate,INS_08,šav neravnomjeran,minor,rework,final,62,True
2025-05-08,L1,Nike,ZoomX Carbon Plate Insert,INS_12,šav neravnomjeran,major,rework,inline,66,False
2025-07-24,L4,Decathlon,Kiprun Carbon Plate,INS_13,3D knit greška,major,rework,inline,25,True
2025-04-03,L7,Decathlon,Quechua Hiking Upper,INS_04,dimenzija van tolerancije,critical,scrap,final,76,True
2025-03-28,L3,Nike,Pegasus 3D Knit Collar,INS_13,šav neravnomjeran,major,rework,incoming,42,False
2025-06-06,L5,Crocs,Bayaband Slide Upper,INS_06,boja odstupa,major,scrap,incoming,30,True
2025-10-08,L8,Nike,Dunk Low Textile Upper,INS_13,šav neravnomjeran,minor,pass,inline,45,True
2025-10-07,L4,Decathlon,Kalenji Trail Sole Unit,INS_12,ljepilo vidljivo,minor,scrap,final,45,True
2025-11-11,L6,Decathlon,Quechua Hiking Upper,INS_02,dimenzija van tolerancije,critical,scrap,final,48,False
2025-12-09,L7,Decathlon,Kalenji Trail Sole Unit,INS_05,šav neravnomjeran,minor,pass,final,39,True
2025-05-08,L2,Nike,ZoomX Carbon Plate Insert,INS_11,materijal oštećen,major,rework,final,21,False
2025-03-03,L1,Nike,Dunk Low Textile Upper,INS_04,šav neravnomjeran,major,rework,incoming,31,True
2025-10-23,L6,Decathlon,Kiprun Carbon Plate,INS_04,logo pozicija,minor,pass,final,42,False
2026-02-19,L4,Crocs,Bayaband Slide Upper,INS_07,materijal oštećen,major,rework,final,37,True
2025-06-25,L6,Crocs,LiteRide Insole Unit,INS_10,šav neravnomjeran,minor,rework,final,43,False
2025-10-24,L2,Nike,Vaporfly Engineered Mesh,INS_04,boja odstupa,major,rework,final,45,True
2025-03-17,L7,Decathlon,Kalenji Trail Sole Unit,INS_05,boja odstupa,minor,pass,inline,38,False
2025-12-11,L3,Nike,ZoomX Carbon Plate Insert,INS_07,boja odstupa,minor,scrap,final,67,True
2026-02-19,L8,Nike,Dunk Low Textile Upper,INS_04,đon delaminacija,minor,pass,customer_return,52,True
2025-06-25,L2,Nike,Air Max Flyknit Upper,INS_15,ljepilo vidljivo,minor,pass,final,44,True
2025-08-20,L5,Crocs,LiteRide Insole Unit,INS_14,ljepilo vidljivo,major,pass,final,42,True
2025-11-03,L2,Nike,Air Max Flyknit Upper,INS_07,materijal oštećen,major,scrap,inline,50,False
2025-09-17,L1,Nike,Dunk Low Textile Upper,INS_12,đon delaminacija,minor,pass,inline,71,True
2025-03-21,L6,Decathlon,Kiprun Carbon Plate,INS_15,materijal oštećen,minor,pass,inline,69,False
2025-11-24,L2,Decathlon,Kalenji Trail Sole Unit,INS_14,đon delaminacija,major,scrap,inline,64,True
2025-05-16,L6,Decathlon,Quechua Hiking Upper,INS_14,šav neravnomjeran,minor,pass,final,56,True
2026-01-20,L4,Decathlon,Kiprun Carbon Plate,INS_13,materijal oštećen,minor,rework,inline,61,True
2025-05-22,L8,Nike,Vaporfly Engineered Mesh,INS_04,šav neravnomjeran,minor,pass,inline,51,True
2025-10-21,L2,Nike,Air Max Flyknit Upper,INS_08,boja odstupa,major,rework,final,33,False
2025-03-10,L4,Crocs,Classic Clog Strap Assembly,INS_11,šav neravnomjeran,minor,pass,incoming,50,False
2025-06-05,L2,Nike,Pegasus 3D Knit Collar,INS_08,boja odstupa,minor,pass,inline,76,False
2025-05-09,L4,Nike,Air Max Flyknit Upper,INS_07,šav neravnomjeran,major,rework,customer_return,60,False
2025-05-06,L2,Nike,ZoomX Carbon Plate Insert,INS_06,3D knit greška,minor,pass,inline,61,True
2025-07-23,L2,Nike,Air Max Flyknit Upper,INS_15,boja odstupa,minor,rework,inline,53,True
2025-06-04,L4,Crocs,Bayaband Slide Upper,INS_10,ljepilo vidljivo,minor,pass,inline,39,False
2025-04-01,L8,Crocs,LiteRide Insole Unit,INS_04,ljepilo vidljivo,major,scrap,final,28,True
2025-09-29,L7,Decathlon,Kiprun Carbon Plate,INS_09,ljepilo vidljivo,minor,pass,final,53,True
2025-10-10,L2,Nike,Pegasus 3D Knit Collar,INS_05,logo pozicija,major,rework,inline,71,False
2025-11-12,L7,Decathlon,Kalenji Trail Sole Unit,INS_01,ljepilo vidljivo,major,scrap,final,32,False
2025-03-11,L2,Nike,ZoomX Carbon Plate Insert,INS_13,šav neravnomjeran,minor,pass,inline,67,True
2025-03-25,L2,Nike,Dunk Low Textile Upper,INS_09,šav neravnomjeran,major,rework,final,49,True
2025-09-30,L1,Nike,Vaporfly Engineered Mesh,INS_15,ljepilo vidljivo,minor,pass,final,48,True
2025-12-30,L1,Nike,Dunk Low Textile Upper,INS_14,3D knit greška,critical,scrap,final,38,True
2025-08-11,L8,Nike,Vaporfly Engineered Mesh,INS_15,materijal oštećen,major,rework,final,24,False
2025-09-22,L8,Crocs,Bayaband Slide Upper,INS_11,boja odstupa,major,rework,final,57,True
2025-03-07,L6,Nike,Vaporfly Engineered Mesh,INS_08,logo pozicija,minor,pass,inline,35,True
2025-05-26,L4,Crocs,Bayaband Slide Upper,INS_03,boja odstupa,major,scrap,final,55,False
2025-04-07,L1,Nike,Air Max Flyknit Upper,INS_09,logo pozicija,minor,pass,final,68,False
2025-06-25,L1,Nike,Air Max Flyknit Upper,INS_02,šav neravnomjeran,minor,scrap,final,52,True
2025-11-14,L2,Nike,Vaporfly Engineered Mesh,INS_08,ljepilo vidljivo,minor,pass,inline,47,True
2025-10-01,L2,Decathlon,Kalenji Trail Sole Unit,INS_07,logo pozicija,minor,pass,final,45,True
2025-09-16,L4,Nike,ZoomX Carbon Plate Insert,INS_09,šav neravnomjeran,minor,pass,incoming,53,True
2025-11-17,L6,Nike,ZoomX Carbon Plate Insert,INS_13,materijal oštećen,minor,rework,inline,58,True
2025-11-18,L3,Nike,Dunk Low Textile Upper,INS_09,šav neravnomjeran,major,scrap,final,64,False
2025-10-14,L8,Nike,ZoomX Carbon Plate Insert,INS_13,3D knit greška,minor,pass,final,31,False
2025-06-13,L5,Crocs,Classic Clog Strap Assembly,INS_03,logo pozicija,minor,pass,inline,58,True
2025-09-10,L2,Nike,Pegasus 3D Knit Collar,INS_08,3D knit greška,major,rework,final,61,False
2025-07-31,L2,Nike,Air Max Flyknit Upper,INS_14,šav neravnomjeran,minor,scrap,final,32,True
2025-09-25,L6,Nike,Pegasus 3D Knit Collar,INS_06,dimenzija van tolerancije,major,scrap,final,46,False
2025-03-04,L6,Decathlon,Kalenji Trail Sole Unit,INS_02,dimenzija van tolerancije,minor,pass,inline,30,False
2025-08-26,L5,Crocs,Bayaband Slide Upper,INS_14,ljepilo vidljivo,minor,pass,final,10,False
2025-09-15,L1,Nike,Air Max Flyknit Upper,INS_01,šav neravnomjeran,minor,pass,inline,43,True
2025-08-27,L3,Nike,Vaporfly Engineered Mesh,INS_09,materijal oštećen,major,pass,inline,56,True
2025-10-16,L4,Nike,ZoomX Carbon Plate Insert,INS_15,ljepilo vidljivo,major,rework,customer_return,37,True
2025-07-21,L7,Decathlon,Kalenji Trail Sole Unit,INS_14,materijal oštećen,minor,rework,customer_return,57,True
2025-04-18,L1,Nike,Air Max Flyknit Upper,INS_10,logo pozicija,minor,pass,final,45,True
2025-09-23,L4,Crocs,Bayaband Slide Upper,INS_07,logo pozicija,minor,pass,inline,34,False
2025-03-21,L5,Crocs,Bayaband Slide Upper,INS_10,šav neravnomjeran,major,rework,final,48,False
2025-03-19,L4,Nike,Vaporfly Engineered Mesh,INS_15,3D knit greška,major,rework,customer_return,41,False
2025-05-05,L1,Nike,Pegasus 3D Knit Collar,INS_08,boja odstupa,minor,pass,inline,49,True
2025-06-26,L7,Decathlon,Kiprun Carbon Plate,INS_14,đon delaminacija,critical,scrap,inline,43,True
2025-11-19,L5,Crocs,Bayaband Slide Upper,INS_12,3D knit greška,critical,scrap,final,48,True
2025-09-18,L8,Nike,Vaporfly Engineered Mesh,INS_05,boja odstupa,minor,pass,final,55,False
2025-05-14,L2,Nike,Vaporfly Engineered Mesh,INS_13,materijal oštećen,minor,rework,final,45,True
2025-07-14,L2,Nike,Pegasus 3D Knit Collar,INS_08,materijal oštećen,major,rework,final,47,True
2025-10-23,L2,Nike,Air Max Flyknit Upper,INS_14,ljepilo vidljivo,major,scrap,final,45,True
2025-11-07,L6,Crocs,Bayaband Slide Upper,INS_02,dimenzija van tolerancije,minor,pass,inline,71,True
2025-10-23,L7,Decathlon,Kalenji Trail Sole Unit,INS_05,dimenzija van tolerancije,major,scrap,inline,44,True
2025-07-07,L2,Nike,Pegasus 3D Knit Collar,INS_04,šav neravnomjeran,minor,pass,incoming,39,True
2025-09-19,L1,Nike,ZoomX Carbon Plate Insert,INS_13,đon delaminacija,major,rework,final,34,False
2025-10-14,L6,Decathlon,Quechua Hiking Upper,INS_10,3D knit greška,major,rework,inline,36,True
2026-02-18,L5,Nike,Dunk Low Textile Upper,INS_11,materijal oštećen,major,scrap,final,55,False
2025-10-24,L5,Decathlon,Kalenji Trail Sole Unit,INS_09,3D knit greška,major,rework,final,39,True
2025-06-24,L1,Nike,Vaporfly Engineered Mesh,INS_10,materijal oštećen,major,rework,final,58,True
2025-07-30,L1,Nike,Pegasus 3D Knit Collar,INS_15,dimenzija van tolerancije,critical,scrap,final,26,False
2025-07-29,L4,Crocs,LiteRide Insole Unit,INS_15,materijal oštećen,critical,scrap,customer_return,54,True
2025-12-09,L6,Decathlon,Kiprun Carbon Plate,INS_05,boja odstupa,minor,pass,inline,58,True
2025-09-10,L4,Crocs,LiteRide Insole Unit,INS_06,ljepilo vidljivo,minor,pass,final,31,False
2025-08-25,L4,Crocs,Bayaband Slide Upper,INS_05,boja odstupa,major,rework,customer_return,32,False
2026-02-24,L6,Nike,ZoomX Carbon Plate Insert,INS_02,boja odstupa,critical,scrap,final,59,True
2025-03-12,L2,Nike,Pegasus 3D Knit Collar,INS_03,šav neravnomjeran,major,pass,inline,53,True
2025-09-22,L1,Nike,Vaporfly Engineered Mesh,INS_10,ljepilo vidljivo,minor,pass,final,32,True
2025-12-17,L8,Nike,Air Max Flyknit Upper,INS_02,boja odstupa,major,rework,customer_return,49,False
2026-02-04,L1,Nike,Vaporfly Engineered Mesh,INS_03,logo pozicija,minor,pass,final,39,False
2025-11-20,L5,Nike,Vaporfly Engineered Mesh,INS_09,boja odstupa,major,rework,inline,32,False
2025-08-14,L6,Decathlon,Kiprun Carbon Plate,INS_06,3D knit greška,major,scrap,final,52,True
2025-11-19,L1,Nike,ZoomX Carbon Plate Insert,INS_01,ljepilo vidljivo,major,scrap,incoming,56,True
2025-10-01,L4,Nike,Dunk Low Textile Upper,INS_05,3D knit greška,critical,scrap,final,45,True
2025-05-07,L1,Crocs,Bayaband Slide Upper,INS_06,šav neravnomjeran,major,scrap,final,32,True
2025-06-18,L7,Decathlon,Quechua Hiking Upper,INS_11,dimenzija van tolerancije,major,scrap,inline,28,True
2025-10-24,L3,Nike,Dunk Low Textile Upper,INS_14,boja odstupa,major,rework,inline,42,True
2026-02-16,L2,Nike,ZoomX Carbon Plate Insert,INS_04,boja odstupa,major,rework,final,68,False
2025-03-04,L5,Crocs,Classic Clog Strap Assembly,INS_02,materijal oštećen,minor,pass,incoming,47,True
2025-03-20,L8,Nike,ZoomX Carbon Plate Insert,INS_10,ljepilo vidljivo,major,rework,final,33,True
2026-02-02,L5,Crocs,Classic Clog Strap Assembly,INS_02,materijal oštećen,minor,pass,incoming,39,True
2025-05-02,L2,Nike,ZoomX Carbon Plate Insert,INS_04,dimenzija van tolerancije,major,rework,incoming,38,False
2026-02-06,L1,Nike,Vaporfly Engineered Mesh,INS_07,šav neravnomjeran,major,rework,final,23,False
2025-05-06,L8,Crocs,Classic Clog Strap Assembly,INS_14,šav neravnomjeran,major,scrap,final,50,False
2025-09-30,L7,Nike,Dunk Low Textile Upper,INS_08,ljepilo vidljivo,major,rework,final,38,True
2025-05-23,L4,Crocs,Bayaband Slide Upper,INS_04,boja odstupa,minor,pass,incoming,48,False
2025-09-29,L2,Crocs,LiteRide Insole Unit,INS_14,dimenzija van tolerancije,minor,pass,final,66,True
2025-09-09,L3,Nike,ZoomX Carbon Plate Insert,INS_07,3D knit greška,major,rework,customer_return,41,False
2025-06-05,L4,Nike,Dunk Low Textile Upper,INS_01,šav neravnomjeran,minor,rework,final,32,True
2025-06-16,L1,Nike,Air Max Flyknit Upper,INS_04,đon delaminacija,minor,pass,inline,28,False
2026-02-05,L8,Crocs,Bayaband Slide Upper,INS_13,šav neravnomjeran,minor,pass,incoming,43,False
2025-05-27,L2,Nike,Pegasus 3D Knit Collar,INS_02,boja odstupa,critical,scrap,final,48,False
2025-03-25,L2,Nike,Dunk Low Textile Upper,INS_02,dimenzija van tolerancije,minor,pass,final,46,False
2025-06-26,L1,Nike,Dunk Low Textile Upper,INS_02,šav neravnomjeran,major,scrap,final,42,True
2025-09-10,L6,Decathlon,Kiprun Carbon Plate,INS_14,šav neravnomjeran,major,rework,inline,67,True
2025-10-02,L1,Nike,Air Max Flyknit Upper,INS_11,đon delaminacija,major,pass,final,46,True
2025-08-22,L1,Nike,Dunk Low Textile Upper,INS_09,ljepilo vidljivo,major,rework,inline,38,False
2025-11-12,L4,Nike,Air Max Flyknit Upper,INS_12,logo pozicija,minor,rework,inline,51,False
2025-12-12,L8,Nike,Pegasus 3D Knit Collar,INS_13,šav neravnomjeran,minor,pass,inline,65,True
2025-06-17,L5,Crocs,Bayaband Slide Upper,INS_06,dimenzija van tolerancije,major,scrap,final,58,True
2025-10-28,L3,Nike,Vaporfly Engineered Mesh,INS_12,boja odstupa,minor,pass,inline,10,False
2025-08-19,L2,Nike,ZoomX Carbon Plate Insert,INS_11,ljepilo vidljivo,major,rework,inline,58,True
2025-04-16,L6,Nike,Vaporfly Engineered Mesh,INS_07,ljepilo vidljivo,minor,pass,inline,76,False
2026-02-11,L2,Nike,Air Max Flyknit Upper,INS_13,ljepilo vidljivo,minor,rework,final,57,True
2025-09-17,L2,Nike,Dunk Low Textile Upper,INS_05,ljepilo vidljivo,major,rework,incoming,44,True
2025-11-05,L1,Nike,Air Max Flyknit Upper,INS_15,dimenzija van tolerancije,minor,rework,final,40,True
2025-03-14,L2,Nike,Vaporfly Engineered Mesh,INS_11,boja odstupa,major,scrap,inline,30,True
2025-05-14,L8,Nike,Vaporfly Engineered Mesh,INS_05,boja odstupa,major,scrap,inline,32,True
2025-08-04,L4,Crocs,Classic Clog Strap Assembly,INS_14,dimenzija van tolerancije,major,scrap,final,38,False
2025-11-24,L4,Nike,Pegasus 3D Knit Collar,INS_15,šav neravnomjeran,minor,pass,final,53,True
2025-09-12,L1,Nike,Air Max Flyknit Upper,INS_07,logo pozicija,minor,rework,customer_return,31,True
2026-02-16,L3,Nike,ZoomX Carbon Plate Insert,INS_05,šav neravnomjeran,minor,pass,inline,56,False
2026-01-28,L6,Decathlon,Kalenji Trail Sole Unit,INS_08,boja odstupa,minor,pass,final,44,True
2025-12-05,L5,Nike,Vaporfly Engineered Mesh,INS_13,šav neravnomjeran,major,scrap,final,62,True
2025-04-04,L7,Nike,Air Max Flyknit Upper,INS_13,šav neravnomjeran,minor,rework,final,40,True
2025-03-26,L5,Crocs,Bayaband Slide Upper,INS_14,šav neravnomjeran,minor,pass,final,50,True
2025-09-12,L6,Decathlon,Kalenji Trail Sole Unit,INS_15,3D knit greška,minor,pass,inline,53,True
2026-02-02,L8,Decathlon,Quechua Hiking Upper,INS_15,logo pozicija,major,scrap,inline,37,True
2025-08-25,L2,Nike,Pegasus 3D Knit Collar,INS_14,logo pozicija,minor,pass,final,66,True
2025-09-04,L1,Nike,ZoomX Carbon Plate Insert,INS_13,materijal oštećen,critical,scrap,final,32,True
2025-10-13,L1,Nike,ZoomX Carbon Plate Insert,INS_08,materijal oštećen,major,rework,inline,31,False
2026-01-15,L3,Nike,Air Max Flyknit Upper,INS_03,šav neravnomjeran,minor,rework,final,37,False
2026-01-15,L6,Decathlon,Kalenji Trail Sole Unit,INS_01,boja odstupa,minor,pass,customer_return,53,True
2026-02-26,L8,Crocs,LiteRide Insole Unit,INS_12,boja odstupa,minor,rework,incoming,30,True
2025-11-04,L1,Nike,Vaporfly Engineered Mesh,INS_15,boja odstupa,critical,scrap,final,56,False
2025-08-08,L7,Decathlon,Kalenji Trail Sole Unit,INS_13,šav neravnomjeran,minor,rework,inline,30,True
2025-03-26,L1,Nike,Dunk Low Textile Upper,INS_12,đon delaminacija,critical,scrap,final,67,True
2025-08-20,L4,Crocs,Classic Clog Strap Assembly,INS_13,boja odstupa,major,scrap,inline,20,True
2025-03-18,L6,Decathlon,Kiprun Carbon Plate,INS_03,3D knit greška,major,pass,final,59,True
2025-06-03,L1,Nike,Vaporfly Engineered Mesh,INS_05,đon delaminacija,minor,pass,final,62,False
2025-07-28,L7,Decathlon,Kalenji Trail Sole Unit,INS_11,materijal oštećen,major,rework,inline,40,True
2026-02-23,L4,Crocs,LiteRide Insole Unit,INS_09,šav neravnomjeran,minor,rework,final,34,True
2025-05-07,L5,Crocs,LiteRide Insole Unit,INS_09,šav neravnomjeran,major,scrap,final,48,False
2025-08-04,L4,Crocs,LiteRide Insole Unit,INS_10,3D knit greška,minor,pass,final,42,True
2025-11-25,L5,Nike,Vaporfly Engineered Mesh,INS_13,materijal oštećen,critical,scrap,final,38,False
2025-10-22,L6,Decathlon,Kalenji Trail Sole Unit,INS_13,šav neravnomjeran,major,scrap,final,40,False
2025-04-30,L1,Nike,Dunk Low Textile Upper,INS_01,ljepilo vidljivo,critical,scrap,final,79,False
2025-05-05,L6,Decathlon,Quechua Hiking Upper,INS_08,materijal oštećen,major,scrap,inline,42,False
2025-03-13,L2,Nike,Pegasus 3D Knit Collar,INS_11,šav neravnomjeran,minor,rework,inline,52,True
2025-11-26,L2,Nike,ZoomX Carbon Plate Insert,INS_07,šav neravnomjeran,minor,rework,final,73,True
2025-03-31,L4,Crocs,Bayaband Slide Upper,INS_12,3D knit greška,minor,pass,final,63,True
2025-04-30,L1,Nike,Dunk Low Textile Upper,INS_03,ljepilo vidljivo,minor,pass,incoming,28,True
2025-07-23,L3,Nike,Air Max Flyknit Upper,INS_03,materijal oštećen,major,rework,customer_return,45,True
2025-03-19,L3,Nike,Pegasus 3D Knit Collar,INS_07,šav neravnomjeran,critical,scrap,inline,64,True
2025-10-03,L1,Nike,Vaporfly Engineered Mesh,INS_05,šav neravnomjeran,major,scrap,inline,27,True
2025-07-22,L2,Nike,Dunk Low Textile Upper,INS_02,ljepilo vidljivo,minor,rework,final,60,True
2025-03-06,L3,Nike,Air Max Flyknit Upper,INS_14,šav neravnomjeran,major,rework,inline,24,False
2025-03-28,L6,Decathlon,Kalenji Trail Sole Unit,INS_08,3D knit greška,major,pass,final,49,False
2025-03-14,L1,Nike,Dunk Low Textile Upper,INS_08,šav neravnomjeran,major,rework,inline,41,False
2026-02-25,L8,Crocs,Classic Clog Strap Assembly,INS_07,boja odstupa,critical,scrap,inline,29,False
2025-10-20,L8,Crocs,Bayaband Slide Upper,INS_07,logo pozicija,major,rework,final,26,True
2025-05-12,L1,Crocs,LiteRide Insole Unit,INS_02,3D knit greška,major,rework,inline,48,True
2025-03-11,L2,Nike,Pegasus 3D Knit Collar,INS_07,dimenzija van tolerancije,major,rework,inline,33,True
2025-06-17,L5,Crocs,Bayaband Slide Upper,INS_15,ljepilo vidljivo,minor,pass,inline,63,True
2025-04-30,L8,Crocs,LiteRide Insole Unit,INS_15,šav neravnomjeran,major,scrap,inline,23,True
2025-10-17,L1,Decathlon,Quechua Hiking Upper,INS_07,boja odstupa,major,rework,inline,38,True
2025-05-09,L2,Nike,Pegasus 3D Knit Collar,INS_01,materijal oštećen,critical,scrap,incoming,45,True
2025-07-28,L2,Nike,Air Max Flyknit Upper,INS_13,logo pozicija,minor,rework,final,52,False
2026-01-27,L6,Nike,Dunk Low Textile Upper,INS_06,dimenzija van tolerancije,minor,pass,final,30,False
2025-10-15,L5,Decathlon,Quechua Hiking Upper,INS_14,boja odstupa,major,scrap,incoming,53,True
2025-08-20,L8,Crocs,Bayaband Slide Upper,INS_09,materijal oštećen,minor,pass,inline,49,False
2025-03-06,L4,Crocs,Classic Clog Strap Assembly,INS_13,dimenzija van tolerancije,critical,scrap,final,58,False
2025-04-22,L2,Nike,Air Max Flyknit Upper,INS_11,boja odstupa,major,rework,final,35,True
2025-07-29,L1,Nike,Air Max Flyknit Upper,INS_06,šav neravnomjeran,major,rework,inline,27,True
2025-08-20,L6,Decathlon,Kiprun Carbon Plate,INS_04,šav neravnomjeran,major,rework,final,48,False
2025-05-07,L6,Decathlon,Kalenji Trail Sole Unit,INS_08,šav neravnomjeran,major,rework,final,57,True
2025-05-26,L4,Crocs,Bayaband Slide Upper,INS_08,boja odstupa,minor,rework,customer_return,52,True
2025-06-13,L5,Crocs,Classic Clog Strap Assembly,INS_08,3D knit greška,major,scrap,final,33,False
2025-04-03,L3,Nike,Vaporfly Engineered Mesh,INS_14,dimenzija van tolerancije,critical,scrap,inline,42,True
2025-09-29,L4,Crocs,LiteRide Insole Unit,INS_10,3D knit greška,critical,scrap,final,38,True
2025-10-31,L5,Crocs,Classic Clog Strap Assembly,INS_14,šav neravnomjeran,minor,pass,inline,40,True
2025-10-20,L4,Crocs,Bayaband Slide Upper,INS_11,materijal oštećen,minor,pass,final,31,True
2025-12-19,L1,Nike,Dunk Low Textile Upper,INS_07,boja odstupa,major,scrap,inline,63,True
2025-05-22,L1,Nike,ZoomX Carbon Plate Insert,INS_11,logo pozicija,major,rework,inline,50,False
2025-11-27,L8,Decathlon,Kiprun Carbon Plate,INS_03,materijal oštećen,critical,scrap,inline,46,True
2025-06-16,L1,Nike,Air Max Flyknit Upper,INS_09,3D knit greška,major,rework,final,67,True
2025-06-13,L8,Nike,Air Max Flyknit Upper,INS_01,ljepilo vidljivo,critical,scrap,incoming,49,False
2025-07-09,L3,Nike,Air Max Flyknit Upper,INS_08,materijal oštećen,major,scrap,incoming,58,False
2025-05-06,L3,Nike,Air Max Flyknit Upper,INS_02,boja odstupa,major,rework,incoming,30,True
2026-02-02,L6,Decathlon,Kalenji Trail Sole Unit,INS_06,šav neravnomjeran,minor,pass,final,58,False
2026-02-18,L4,Crocs,LiteRide Insole Unit,INS_12,šav neravnomjeran,minor,pass,inline,24,True
2025-10-01,L3,Nike,Dunk Low Textile Upper,INS_01,materijal oštećen,major,scrap,final,37,False
2025-12-04,L3,Decathlon,Kiprun Carbon Plate,INS_04,3D knit greška,major,rework,final,39,False
2025-06-06,L1,Crocs,Classic Clog Strap Assembly,INS_12,3D knit greška,minor,pass,inline,54,True
2025-05-26,L1,Nike,Air Max Flyknit Upper,INS_04,boja odstupa,minor,pass,final,55,True
2026-02-20,L7,Decathlon,Quechua Hiking Upper,INS_07,đon delaminacija,minor,pass,final,65,True
2025-12-12,L4,Crocs,Classic Clog Strap Assembly,INS_10,materijal oštećen,critical,scrap,final,41,True
2025-05-28,L5,Crocs,Classic Clog Strap Assembly,INS_04,logo pozicija,major,rework,incoming,40,True
2025-07-03,L8,Nike,Air Max Flyknit Upper,INS_12,logo pozicija,minor,pass,final,30,True
2025-12-24,L1,Nike,Pegasus 3D Knit Collar,INS_14,ljepilo vidljivo,minor,pass,final,44,True
2025-08-25,L3,Nike,Air Max Flyknit Upper,INS_04,šav neravnomjeran,minor,rework,inline,55,False
2025-03-25,L1,Nike,Pegasus 3D Knit Collar,INS_04,boja odstupa,critical,rework,final,62,True
2025-11-06,L6,Decathlon,Kiprun Carbon Plate,INS_06,logo pozicija,minor,pass,final,41,True
2025-10-09,L2,Nike,Pegasus 3D Knit Collar,INS_01,3D knit greška,major,scrap,final,53,True
2025-10-13,L2,Nike,Air Max Flyknit Upper,INS_01,3D knit greška,minor,rework,final,64,True
2025-06-19,L8,Nike,Vaporfly Engineered Mesh,INS_01,dimenzija van tolerancije,minor,pass,final,40,False
2025-09-08,L5,Crocs,LiteRide Insole Unit,INS_08,materijal oštećen,minor,pass,final,40,False
2025-09-15,L4,Crocs,Bayaband Slide Upper,INS_03,šav neravnomjeran,major,scrap,final,38,False
2025-05-22,L4,Crocs,Bayaband Slide Upper,INS_09,ljepilo vidljivo,minor,rework,final,39,True
2026-02-17,L4,Crocs,LiteRide Insole Unit,INS_09,dimenzija van tolerancije,minor,pass,inline,32,False
2025-08-18,L7,Nike,Pegasus 3D Knit Collar,INS_02,dimenzija van tolerancije,critical,scrap,final,71,False
2026-02-06,L4,Crocs,LiteRide Insole Unit,INS_03,šav neravnomjeran,minor,pass,final,32,True
2025-11-25,L3,Nike,Vaporfly Engineered Mesh,INS_13,šav neravnomjeran,minor,pass,incoming,47,False
2025-10-06,L8,Decathlon,Kalenji Trail Sole Unit,INS_14,materijal oštećen,critical,scrap,final,53,False
2025-12-10,L3,Nike,Vaporfly Engineered Mesh,INS_15,3D knit greška,minor,pass,inline,42,False
2025-11-04,L6,Decathlon,Kalenji Trail Sole Unit,INS_06,đon delaminacija,critical,scrap,inline,51,False
2025-12-02,L3,Nike,ZoomX Carbon Plate Insert,INS_05,šav neravnomjeran,minor,pass,final,34,False
2025-04-14,L4,Crocs,Bayaband Slide Upper,INS_12,3D knit greška,minor,rework,final,45,False
2025-05-09,L1,Nike,Air Max Flyknit Upper,INS_15,boja odstupa,minor,pass,final,33,True
2025-05-30,L1,Nike,Dunk Low Textile Upper,INS_14,ljepilo vidljivo,minor,rework,inline,60,True
2025-10-07,L4,Decathlon,Kiprun Carbon Plate,INS_07,šav neravnomjeran,major,rework,inline,53,True
2025-03-11,L4,Nike,ZoomX Carbon Plate Insert,INS_05,đon delaminacija,minor,pass,final,11,True
2025-07-03,L8,Crocs,Bayaband Slide Upper,INS_13,logo pozicija,minor,pass,final,61,True
2025-03-28,L4,Crocs,LiteRide Insole Unit,INS_05,đon delaminacija,critical,scrap,customer_return,46,False
2025-04-02,L2,Nike,Vaporfly Engineered Mesh,INS_08,materijal oštećen,major,scrap,final,55,True
2025-06-12,L5,Crocs,Classic Clog Strap Assembly,INS_09,3D knit greška,critical,scrap,final,66,False
2025-11-05,L4,Decathlon,Quechua Hiking Upper,INS_13,materijal oštećen,minor,pass,final,43,False
2025-05-12,L8,Nike,Dunk Low Textile Upper,INS_14,materijal oštećen,major,rework,final,25,True
2025-12-05,L7,Decathlon,Quechua Hiking Upper,INS_04,šav neravnomjeran,minor,pass,incoming,42,False
